demande_id,region,prefecture,commune,quartier,type_document,categorie_document,nombre_demandes,delai_traitement_jours,taux_rejet,date_demande,motif_demande,statut_demande,canal_demande,age_demandeur,sexe_demandeur
autres,centrale,tchaoudjo,sokodé,kwé,acte de naissance,civil,18,4,0.11,2023-09-04,detérioré,traitee,guichet,67,m
autres,centrale,sotouboua,sotouboua,hôpital,passeport,voyage,173,31,0.11,2023-01-27,expiration,traitee,en ligne,78,f
autres,kara,binah,pagouda,nyékonakpoé,livre de famille,civil,88,37,0.1,2023-11-08,détérioration,en cours,en ligne,33,m
autres,maritime,lacs,aného,hôpital,livre de famille,civil,80,14,0.03,2023-10-30,détérioration,en cours,guichet,41,m
autres,centrale,sotouboua,sotouboua,amoutivé,passeport,voyage,121,40,0.09,2023-03-27,perte,rejetée,en ligne,80,f
autres,centrale,tchaoudjo,sokodé,tokoin,carte d'identité,identité,92,6,0.04,2023-07-24,vol,traitee,en ligne,62,m
autres,plateaux,kloto,kpalime,hedzranawoé,certificat de nationalité,identité,119,14,0.12,2023-01-09,perte,traitee,guichet,70,f
autres,savanes,tone,dapaong,agoè,certificat de nationalité,identité,106,9,0.05,2023-06-11,concours,rejetée,en ligne,23,m
autres,plateaux,kloto,kpalime,adidogomé,certificat de nationalité,identité,141,34,0.13,2023-10-17,première demande,rejetée,en ligne,72,m
autres,savanes,oti,mango,kwé,passeport,voyage,114,31,0.05,2023-07-19,perte,en cours,en ligne,62,f
autres,plateaux,haho,notse,tokoin,certificat de nationalité,identité,21,38,0.01,2023-11-16,perte,traitee,guichet,30,f
autres,maritime,golfe,be,nyékonakpoé,carte d'identité,identité,160,25,0.03,2023-11-08,perte,traitee,en ligne,60,m
autres,plateaux,kloto,kpalime,hedzranawoé,casier judiciaire,judiciaire,166,24,0.07,2023-01-22,voyage,traitee,en ligne,22,f
autres,kara,kozah,kara,amoutivé,acte de naissance,civil,152,38,0.03,2023-08-07,detérioré,traitee,guichet,52,m
autres,kara,binah,pagouda,nyékonakpoé,carte d'identité,identité,107,15,0.09,2023-06-22,première demande,traitee,en ligne,70,m
autres,savanes,oti,mango,adidogomé,passeport,voyage,182,3,0.1,2023-03-18,page pleine,traitee,en ligne,21,m
autres,kara,binah,pagouda,golfe,casier judiciaire,judiciaire,169,5,0.01,2023-11-29,emploi,rejetée,en ligne,39,f
autres,maritime,golfe,adidogome,golfe,certificat de nationalité,identité,163,22,0.13,2023-10-01,concours,en cours,guichet,52,f
autres,plateaux,kloto,kpalime,kodjoviakopé,acte de naissance,civil,189,4,0.14,2023-09-18,erreur,en cours,en ligne,72,f
autres,centrale,tchaoudjo,sokodé,golfe,certificat de nationalité,identité,121,25,0.13,2023-07-14,première demande,traitee,en ligne,55,m
autres,maritime,vo,vogan,amoutivé,certificat de nationalité,identité,110,38,0.1,2023-07-07,concours,traitee,en ligne,49,f
autres,plateaux,haho,notse,adidogomé,casier judiciaire,judiciaire,49,43,0.04,2023-09-19,concours,en cours,guichet,25,f
autres,centrale,sotouboua,sotouboua,kwé,acte de naissance,civil,45,12,0.08,2023-06-18,reconstitution,traitee,guichet,68,f
autres,plateaux,kloto,kpalime,kodjoviakopé,livre de famille,civil,71,39,0.05,2023-04-19,perte,en cours,en ligne,62,f
autres,savanes,oti,mango,adidogomé,acte de naissance,civil,40,19,0.12,2023-06-27,perte,traitee,guichet,71,f
autres,centrale,sotouboua,sotouboua,nyékonakpoé,carte d'identité,identité,80,27,0.08,2023-01-10,détérioration,en cours,en ligne,69,f
autres,savanes,oti,mango,agoè,certificat de nationalité,identité,81,34,0.13,2023-03-04,perte,traitee,guichet,22,m
autres,centrale,tchaoudjo,sokodé,amoutivé,certificat de nationalité,identité,96,10,0.11,2023-02-26,première demande,traitee,guichet,90,f
autres,savanes,tone,dapaong,amoutivé,certificat de nationalité,identité,39,28,0.12,2023-12-08,concours,rejetée,en ligne,85,m
autres,savanes,oti,mango,bè,casier judiciaire,judiciaire,66,19,0.09,2023-12-11,voyage,en cours,guichet,84,m
autres,savanes,tone,dapaong,amoutivé,casier judiciaire,judiciaire,31,33,0.02,2023-04-21,emploi,traitee,guichet,68,m
autres,savanes,tone,dapaong,adidogomé,certificat de nationalité,identité,112,23,0.01,2023-01-15,concours,rejetée,guichet,66,f
autres,plateaux,kloto,kpalime,hôpital,carte d'identité,identité,140,19,0.13,2023-12-20,perte,rejetée,en ligne,82,f
autres,kara,binah,pagouda,adidogomé,livre de famille,civil,186,12,0.05,2023-01-08,nouveau mariage,rejetée,en ligne,36,f
autres,centrale,sotouboua,sotouboua,amoutivé,acte de naissance,civil,115,39,0.07,2023-05-11,perte,rejetée,guichet,83,f
autres,savanes,tone,dapaong,golfe,livre de famille,civil,51,29,0.11,2023-08-08,perte,traitee,en ligne,52,m
autres,savanes,tone,dapaong,kodjoviakopé,acte de naissance,civil,50,3,0.07,2023-11-01,erreur,en cours,guichet,41,f
autres,savanes,tone,dapaong,amoutivé,passeport,voyage,198,18,0.1,2023-12-06,perte,en cours,en ligne,40,m
autres,centrale,sotouboua,sotouboua,amoutivé,acte de naissance,civil,67,9,0.04,2023-04-14,reconstitution,traitee,guichet,67,f
autres,plateaux,haho,notse,nyékonakpoé,casier judiciaire,judiciaire,179,17,0.1,2023-02-02,voyage,traitee,en ligne,71,f
autres,centrale,sotouboua,sotouboua,hedzranawoé,certificat de nationalité,identité,160,20,0.11,2023-05-28,première demande,en cours,guichet,24,f
autres,savanes,oti,mango,bè,passeport,voyage,73,14,0.03,2023-06-07,voyage,traitee,en ligne,20,m
autres,savanes,tone,dapaong,bè,livre de famille,civil,90,44,0.05,2023-01-12,détérioration,rejetée,en ligne,79,m
autres,kara,binah,pagouda,adidogomé,livre de famille,civil,116,16,0.11,2023-04-18,perte,en cours,en ligne,81,f
autres,maritime,zio,tsévié,kodjoviakopé,carte d'identité,identité,19,15,0.0,2023-06-09,première demande,traitee,en ligne,18,f
autres,maritime,vo,vogan,agoè,carte d'identité,identité,189,20,0.06,2023-10-03,première demande,rejetée,en ligne,90,f
autres,maritime,vo,vogan,agoè,livre de famille,civil,24,8,0.12,2023-05-27,nouveau mariage,rejetée,en ligne,18,m
autres,savanes,tone,dapaong,adidogomé,livre de famille,civil,23,21,0.11,2023-05-09,perte,traitee,guichet,68,f
autres,savanes,oti,mango,amoutivé,acte de naissance,civil,174,31,0.08,2023-05-14,erreur,en cours,guichet,36,m
autres,centrale,tchaoudjo,sokodé,bè,casier judiciaire,judiciaire,118,5,0.02,2023-07-28,concours,rejetée,guichet,90,m
autres,maritime,lacs,aného,hôpital,livre de famille,civil,116,19,0.13,2023-10-20,perte,en cours,en ligne,70,f
autres,maritime,vo,vogan,agoè,livre de famille,civil,115,28,0.03,2023-07-30,perte,rejetée,en ligne,72,m
autres,centrale,tchaoudjo,sokodé,amoutivé,passeport,voyage,161,26,0.0,2023-08-06,voyage,rejetée,en ligne,26,f
autres,kara,kozah,kara,golfe,passeport,voyage,172,25,0.0,2023-05-26,expiration,traitee,en ligne,77,f
autres,centrale,sotouboua,sotouboua,kwé,livre de famille,civil,152,16,0.13,2023-09-09,nouveau mariage,en cours,guichet,49,m
autres,kara,kozah,kara,kwé,acte de naissance,civil,95,37,0.07,2023-12-07,detérioré,en cours,en ligne,40,f
autres,plateaux,haho,notse,hôpital,certificat de nationalité,identité,16,33,0.04,2023-07-20,perte,rejetée,en ligne,71,m
autres,savanes,oti,mango,agoè,acte de naissance,civil,120,30,0.09,2023-02-13,erreur,rejetée,guichet,90,m
autres,kara,kozah,kara,amoutivé,carte d'identité,identité,110,21,0.09,2023-10-11,expiration,traitee,en ligne,38,f
autres,savanes,tone,dapaong,nyékonakpoé,livre de famille,civil,65,35,0.05,2023-01-05,nouveau mariage,en cours,en ligne,30,m
autres,kara,binah,pagouda,tokoin,acte de naissance,civil,101,39,0.01,2023-07-19,erreur,en cours,en ligne,70,f
autres,plateaux,ogou,atakpamé,golfe,casier judiciaire,judiciaire,26,13,0.09,2023-05-18,voyage,rejetée,en ligne,33,m
autres,maritime,golfe,tokoin,kodjoviakopé,certificat de nationalité,identité,77,32,0.14,2023-04-16,première demande,traitee,guichet,23,f
autres,kara,kozah,kara,hôpital,carte d'identité,identité,160,3,0.15,2023-08-13,première demande,rejetée,en ligne,56,f
autres,savanes,tone,dapaong,hedzranawoé,casier judiciaire,judiciaire,158,20,0.13,2023-03-10,emploi,en cours,en ligne,85,m
autres,centrale,tchaoudjo,sokodé,bè,certificat de nationalité,identité,30,34,0.04,2023-02-13,première demande,traitee,en ligne,72,f
autres,plateaux,haho,notse,bè,carte d'identité,identité,76,34,0.01,2023-09-27,expiration,traitee,en ligne,25,f
autres,centrale,sotouboua,sotouboua,adidogomé,casier judiciaire,judiciaire,144,21,0.08,2023-04-07,concours,rejetée,guichet,54,m
autres,kara,kozah,kara,hôpital,casier judiciaire,judiciaire,16,8,0.14,2023-04-04,voyage,rejetée,guichet,86,m
autres,maritime,zio,tsévié,hedzranawoé,acte de naissance,civil,113,39,0.02,2023-03-10,reconstitution,en cours,en ligne,39,f
autres,savanes,tone,dapaong,hedzranawoé,carte d'identité,identité,173,21,0.04,2023-09-02,perte,traitee,guichet,24,m
autres,centrale,tchaoudjo,sokodé,bè,acte de naissance,civil,42,7,0.07,2023-04-06,perte,rejetée,en ligne,57,f
autres,kara,binah,pagouda,golfe,certificat de nationalité,identité,73,11,0.05,2023-09-28,perte,traitee,en ligne,22,f
autres,centrale,sotouboua,sotouboua,kodjoviakopé,acte de naissance,civil,116,36,0.13,2023-11-29,reconstitution,traitee,en ligne,58,m
autres,plateaux,haho,notse,adidogomé,livre de famille,civil,193,14,0.02,2023-06-03,détérioration,rejetée,en ligne,70,f
autres,maritime,lacs,aného,tokoin,livre de famille,civil,165,2,0.13,2023-07-10,détérioration,rejetée,guichet,52,m
autres,centrale,sotouboua,sotouboua,amoutivé,passeport,voyage,164,28,0.1,2023-10-18,voyage,en cours,en ligne,62,f
autres,kara,kozah,kara,bè,carte d'identité,identité,24,40,0.03,2023-12-22,perte,traitee,en ligne,46,f
autres,maritime,zio,tsévié,adidogomé,passeport,voyage,146,25,0.09,2023-10-06,perte,traitee,en ligne,34,f
autres,maritime,golfe,tokoin,kwé,acte de naissance,civil,15,9,0.04,2023-12-05,erreur,rejetée,en ligne,45,m
autres,kara,binah,pagouda,kwé,livre de famille,civil,123,27,0.07,2023-06-01,détérioration,rejetée,guichet,85,m
autres,kara,kozah,kara,hedzranawoé,passeport,voyage,101,22,0.1,2023-05-10,page pleine,en cours,en ligne,18,f
autres,kara,binah,pagouda,kwé,livre de famille,civil,101,43,0.03,2023-03-22,nouveau mariage,en cours,guichet,84,m
autres,kara,kozah,kara,kodjoviakopé,casier judiciaire,judiciaire,174,39,0.09,2023-04-16,concours,traitee,en ligne,21,f
autres,plateaux,ogou,atakpamé,kodjoviakopé,casier judiciaire,judiciaire,76,18,0.03,2023-12-09,concours,traitee,guichet,72,m
autres,maritime,golfe,lomé,bè,certificat de nationalité,identité,58,24,0.07,2023-04-11,première demande,rejetée,en ligne,68,m
autres,savanes,oti,mango,adidogomé,casier judiciaire,judiciaire,100,17,0.11,2023-09-22,voyage,rejetée,en ligne,23,f
autres,savanes,tone,dapaong,hôpital,certificat de nationalité,identité,66,5,0.12,2023-03-28,perte,traitee,en ligne,31,f
autres,plateaux,ogou,atakpamé,hedzranawoé,certificat de nationalité,identité,177,16,0.12,2023-07-22,première demande,traitee,guichet,33,f
autres,kara,binah,pagouda,amoutivé,casier judiciaire,judiciaire,51,21,0.06,2023-07-18,emploi,en cours,en ligne,74,f
autres,maritime,golfe,tokoin,hôpital,certificat de nationalité,identité,125,37,0.03,2023-10-14,première demande,rejetée,guichet,33,m
autres,maritime,golfe,tokoin,hôpital,casier judiciaire,judiciaire,194,3,0.11,2023-02-21,emploi,rejetée,guichet,36,f
autres,savanes,tone,dapaong,kodjoviakopé,passeport,voyage,130,32,0.02,2023-09-14,perte,rejetée,en ligne,28,m
autres,centrale,tchaoudjo,sokodé,kodjoviakopé,certificat de nationalité,identité,162,39,0.11,2023-01-31,perte,traitee,guichet,62,m
autres,maritime,lacs,aného,kodjoviakopé,passeport,voyage,95,35,0.02,2023-04-07,voyage,traitee,en ligne,51,m
autres,kara,binah,pagouda,hedzranawoé,livre de famille,civil,122,19,0.14,2023-05-04,détérioration,en cours,en ligne,82,m
autres,kara,binah,pagouda,kwé,passeport,voyage,138,43,0.11,2023-03-10,page pleine,traitee,en ligne,32,m
autres,maritime,lacs,aného,kodjoviakopé,certificat de nationalité,identité,73,34,0.09,2023-02-27,concours,traitee,guichet,65,m
autres,savanes,tone,dapaong,amoutivé,acte de naissance,civil,21,36,0.04,2023-03-18,reconstitution,rejetée,en ligne,90,f
autres,kara,binah,pagouda,agoè,carte d'identité,identité,191,1,0.09,2023-09-22,perte,en cours,en ligne,22,f
autres,maritime,lacs,aného,kodjoviakopé,casier judiciaire,judiciaire,182,17,0.09,2023-11-13,voyage,traitee,guichet,49,f
autres,kara,binah,pagouda,tokoin,acte de naissance,civil,72,5,0.1,2023-10-23,perte,traitee,en ligne,48,m
autres,kara,binah,pagouda,amoutivé,livre de famille,civil,80,25,0.07,2023-07-19,perte,en cours,guichet,67,m
autres,plateaux,kloto,kpalime,bè,carte d'identité,identité,187,32,0.04,2023-07-23,vol,en cours,guichet,90,m
autres,centrale,sotouboua,sotouboua,hôpital,passeport,voyage,106,45,0.09,2023-10-16,page pleine,rejetée,guichet,59,f
autres,centrale,tchaoudjo,sokodé,golfe,passeport,voyage,38,43,0.1,2023-11-14,expiration,rejetée,guichet,90,f
autres,centrale,tchaoudjo,sokodé,kodjoviakopé,certificat de nationalité,identité,104,10,0.09,2023-09-03,concours,traitee,guichet,47,m
autres,plateaux,haho,notse,hôpital,casier judiciaire,judiciaire,35,38,0.02,2023-04-15,emploi,en cours,en ligne,87,f
autres,plateaux,haho,notse,amoutivé,passeport,voyage,59,44,0.14,2023-10-29,expiration,traitee,guichet,72,f
autres,plateaux,ogou,atakpamé,kwé,livre de famille,civil,133,16,0.02,2023-06-24,nouveau mariage,rejetée,guichet,58,m
autres,maritime,vo,vogan,golfe,passeport,voyage,155,3,0.15,2023-12-31,voyage,traitee,en ligne,86,m
autres,centrale,tchaoudjo,sokodé,bè,acte de naissance,civil,73,42,0.05,2023-03-03,reconstitution,rejetée,guichet,58,f
autres,plateaux,ogou,atakpamé,amoutivé,acte de naissance,civil,157,12,0.04,2023-01-07,detérioré,rejetée,guichet,61,m
autres,maritime,vo,vogan,bè,livre de famille,civil,56,19,0.06,2023-11-13,détérioration,rejetée,guichet,48,f
autres,kara,kozah,kara,hôpital,carte d'identité,identité,151,28,0.11,2023-04-18,première demande,en cours,en ligne,71,m
autres,maritime,lacs,aného,kwé,livre de famille,civil,13,26,0.09,2023-12-19,nouveau mariage,rejetée,en ligne,22,f
autres,kara,binah,pagouda,nyékonakpoé,acte de naissance,civil,195,45,0.12,2023-09-21,reconstitution,rejetée,guichet,41,m
autres,savanes,oti,mango,nyékonakpoé,livre de famille,civil,168,26,0.09,2023-05-26,perte,traitee,guichet,64,m
autres,savanes,tone,dapaong,tokoin,acte de naissance,civil,169,13,0.01,2023-06-13,perte,rejetée,en ligne,71,f
autres,centrale,tchaoudjo,sokodé,nyékonakpoé,livre de famille,civil,195,37,0.08,2023-09-07,perte,en cours,guichet,24,f
autres,plateaux,haho,notse,kwé,carte d'identité,identité,148,28,0.11,2023-10-26,expiration,rejetée,en ligne,27,m
autres,savanes,oti,mango,kwé,certificat de nationalité,identité,109,21,0.02,2023-08-27,concours,rejetée,en ligne,61,m
autres,centrale,tchaoudjo,sokodé,adidogomé,carte d'identité,identité,94,45,0.12,2023-03-08,perte,rejetée,guichet,54,f
autres,centrale,tchaoudjo,sokodé,hôpital,casier judiciaire,judiciaire,86,12,0.11,2023-08-22,emploi,rejetée,en ligne,73,f
autres,centrale,sotouboua,sotouboua,golfe,passeport,voyage,91,26,0.05,2023-04-03,voyage,traitee,en ligne,75,f
autres,plateaux,haho,notse,adidogomé,passeport,voyage,77,45,0.01,2023-06-19,page pleine,traitee,guichet,50,f
autres,savanes,tone,dapaong,kodjoviakopé,certificat de nationalité,identité,30,23,0.01,2023-07-05,perte,en cours,en ligne,70,m
autres,savanes,tone,dapaong,nyékonakpoé,certificat de nationalité,identité,39,8,0.15,2023-06-17,concours,en cours,en ligne,47,m
autres,maritime,golfe,lomé,kwé,passeport,voyage,182,44,0.0,2023-07-09,expiration,en cours,en ligne,59,m
autres,kara,binah,pagouda,kwé,acte de naissance,civil,153,2,0.09,2023-06-08,perte,en cours,en ligne,18,f
autres,kara,binah,pagouda,hedzranawoé,acte de naissance,civil,125,11,0.03,2023-12-19,erreur,en cours,en ligne,29,m
autres,centrale,tchaoudjo,sokodé,kwé,passeport,voyage,115,31,0.05,2023-04-05,perte,rejetée,guichet,48,m
autres,kara,kozah,kara,amoutivé,acte de naissance,civil,62,43,0.14,2023-07-22,perte,en cours,en ligne,77,m
autres,centrale,sotouboua,sotouboua,golfe,acte de naissance,civil,42,15,0.11,2023-12-30,perte,traitee,en ligne,52,m
autres,savanes,oti,mango,nyékonakpoé,livre de famille,civil,74,43,0.03,2023-05-02,détérioration,rejetée,guichet,87,m
autres,kara,kozah,kara,kodjoviakopé,livre de famille,civil,42,23,0.06,2023-03-06,nouveau mariage,en cours,en ligne,28,f
autres,plateaux,kloto,kpalime,nyékonakpoé,carte d'identité,identité,43,11,0.1,2023-04-13,détérioration,traitee,en ligne,20,m
autres,plateaux,kloto,kpalime,amoutivé,acte de naissance,civil,33,18,0.15,2023-08-19,perte,en cours,guichet,42,f
autres,savanes,oti,mango,bè,certificat de nationalité,identité,115,43,0.06,2023-02-01,première demande,rejetée,en ligne,82,m
autres,savanes,tone,dapaong,tokoin,carte d'identité,identité,57,41,0.02,2023-02-05,expiration,en cours,en ligne,87,m
autres,plateaux,ogou,atakpamé,amoutivé,livre de famille,civil,48,4,0.03,2023-11-27,détérioration,traitee,en ligne,20,f
autres,plateaux,ogou,atakpamé,agoè,acte de naissance,civil,177,2,0.09,2023-10-23,reconstitution,traitee,en ligne,32,m
autres,savanes,tone,dapaong,tokoin,passeport,voyage,46,42,0.07,2023-12-20,page pleine,rejetée,guichet,89,m
autres,kara,kozah,kara,kodjoviakopé,livre de famille,civil,73,3,0.12,2023-05-11,détérioration,en cours,guichet,33,m
autres,centrale,sotouboua,sotouboua,bè,livre de famille,civil,79,29,0.09,2023-02-10,nouveau mariage,traitee,en ligne,54,f
autres,kara,kozah,kara,bè,casier judiciaire,judiciaire,157,31,0.04,2023-12-21,emploi,en cours,en ligne,44,f
autres,maritime,zio,tsévié,bè,casier judiciaire,judiciaire,143,19,0.02,2023-02-07,emploi,traitee,en ligne,29,f
autres,kara,binah,pagouda,nyékonakpoé,livre de famille,civil,55,23,0.04,2023-07-02,nouveau mariage,en cours,en ligne,22,m
autres,centrale,sotouboua,sotouboua,kwé,casier judiciaire,judiciaire,157,32,0.15,2023-02-23,concours,traitee,en ligne,37,f
autres,centrale,sotouboua,sotouboua,bè,livre de famille,civil,167,7,0.04,2023-06-19,détérioration,traitee,guichet,33,m
autres,plateaux,ogou,atakpamé,tokoin,carte d'identité,identité,186,42,0.05,2023-05-12,expiration,en cours,guichet,76,m
autres,savanes,tone,dapaong,kodjoviakopé,certificat de nationalité,identité,95,5,0.01,2023-08-23,concours,rejetée,en ligne,18,f
autres,kara,kozah,kara,adidogomé,passeport,voyage,145,35,0.13,2023-04-03,expiration,en cours,guichet,41,f
autres,maritime,zio,tsévié,golfe,passeport,voyage,169,5,0.11,2023-01-12,page pleine,en cours,guichet,62,m
autres,maritime,golfe,be,amoutivé,passeport,voyage,82,42,0.05,2023-03-22,perte,en cours,en ligne,28,f
autres,kara,binah,pagouda,adidogomé,casier judiciaire,judiciaire,69,15,0.05,2023-04-16,voyage,traitee,en ligne,60,m
autres,maritime,vo,vogan,golfe,certificat de nationalité,identité,126,10,0.02,2023-08-13,première demande,en cours,en ligne,49,m
autres,kara,kozah,kara,hedzranawoé,livre de famille,civil,158,3,0.06,2023-07-01,perte,en cours,en ligne,22,f
autres,kara,kozah,kara,bè,livre de famille,civil,15,26,0.07,2023-11-22,nouveau mariage,traitee,en ligne,84,m
autres,savanes,oti,mango,amoutivé,passeport,voyage,92,38,0.14,2023-07-07,expiration,rejetée,guichet,60,m
autres,maritime,vo,vogan,nyékonakpoé,certificat de nationalité,identité,150,44,0.12,2023-08-09,perte,rejetée,guichet,81,m
autres,savanes,oti,mango,agoè,acte de naissance,civil,189,3,0.11,2023-08-03,erreur,rejetée,en ligne,37,m
autres,maritime,golfe,tokoin,amoutivé,livre de famille,civil,134,1,0.08,2023-01-27,nouveau mariage,traitee,guichet,37,m
